ID,Title,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Milestone,Preconditions,Priority,References,Section,Section Depth,Section Description,Steps,Steps Separated,Steps Separated (Expected Result),Steps Separated (Step),Suite,Suite ID,Type,Updated By,Updated On
C30859337,HRD - Matchup,,Greg Caron,6/15/23 9:11,,"THEN show the Event Title
AND show the event Day and Date
AND show the event start time (localized to the user)

For example:
Event title ( 2023 Home Run Derby ) - Value must be configurable & localized via a Contentful Dictionary set
Day ( Mon )
Date ( 7/20 )
Time ( 8:00 PM ) - Localized to the user",,,GIVEN a Favorite Team Snapshot,2 - Medium Priority,"HOME-758, HOME-831",THome Surface/Team Snapshot Module/Home Run Derby,1,,WHEN an MLB event is active,,,,Home Feed,S497381,Manual,Greg Caron,6/26/24 11:25
C30859338,HRD - Broadcasts,,Greg Caron,6/15/23 9:11,,"THEN show usual broadcast information

For example:
Broadcast ( ESPN )",,,GIVEN a favorite team snapshot module,2 - Medium Priority,"HOME-758, HOME-831",THome Surface/Team Snapshot Module/Home Run Derby,1,,"WHEN viewing an upcoming or live HRD event
AND broadcast information is available",,,,Home Feed,S497381,Manual,Greg Caron,6/15/23 9:34
C30859339,HRD - Product links,,Greg Caron,6/15/23 9:28,,"THEN the following product links will show and link to the listed resources as available

Tracker (ES: Monitor)
English: Home Run Derby

Tickets (ES: Boletos)
Story (ES: Historias)

English: https://www.mlb.com/stories/2023-mlb-home-run-derby-coverage

Spanish: https://www.mlb.com/es/stories/2023-mlb-home-run-derby-coverage",,,GIVEN a favorite team snapshot module,2 - Medium Priority,"HOME-758, HOME-831",THome Surface/Team Snapshot Module/Home Run Derby,1,,WHEN a HRD event shows that is upcoming or live,,,,Home Feed,S497381,Manual,Greg Caron,6/15/23 9:40
C31157729,HRD - iPad,,Greg Caron,8/8/23 16:55,,,,,GIVEN that the home run derby is present in the team snapshot on iPad,2 - Medium Priority,HOME-870,THome Surface/Team Snapshot Module/Home Run Derby,1,,,"1. WHEN all sections are selected in Contentful
(ex. header, matchup, players, etc)
Expected Result:
THEN the event information row should stretch to match the total height of a game?s match up row and players row combined
AND no matchup  or players should be present
2. WHEN ""players"" is not selected in contentful
Expected Result:
THEN the event information row should be the same height as the matchup
AND no matchup or players should be present
3. WHEN ""matchup"" is not selected in contentful
Expected Result:
THEN the homerun derby should be omitted as a calendar item","1. THEN the event information row should stretch to match the total height of a game?s match up row and players row combined
AND no matchup  or players should be present
2. THEN the event information row should be the same height as the matchup
AND no matchup or players should be present
3. THEN the homerun derby should be omitted as a calendar item","1. WHEN all sections are selected in Contentful
(ex. header, matchup, players, etc)
2. WHEN ""players"" is not selected in contentful
3. WHEN ""matchup"" is not selected in contentful",Home Feed,S497381,Manual,Greg Caron,8/8/23 17:00
C33604942,HRD - Remote Image Support,,Greg Caron,6/26/24 11:19,,THEN render that image in the FTS above the event details text,,,GIVEN there is a image stored remotely that the FTS is referencing,2 - Medium Priority,MLBAPP-2088,THome Surface/Team Snapshot Module/Home Run Derby,1,,WHEN the HRD is the active cell within the FTS,,,,Home Feed,S497381,Manual,Greg Caron,6/26/24 11:22
C33604943,HRD - Schedule: Non-active Cell Routing,,Greg Caron,6/26/24 11:19,,THEN route them to a webivew of the HRD Tracker,,,GIVEN the HRD is not the active cell,2 - Medium Priority,MLBAPP-2088,THome Surface/Team Snapshot Module/Home Run Derby,1,,WHEN a user taps on that cell,,,,Home Feed,S497381,Manual,Greg Caron,6/26/24 11:23
C33604944,HRD - Product links: Tapping,,Greg Caron,6/26/24 11:21,,THEN they will route user?s the appropriate destination for each respective link,,,GIVEN that the HRD is the active cell,2 - Medium Priority,MLBAPP-2088,THome Surface/Team Snapshot Module/Home Run Derby,1,,"WHEN the product links are displayed
AND they are tapped on",,,,Home Feed,S497381,Manual,Greg Caron,6/27/24 13:45
C30859340,SGL - Feature Flag,,Greg Caron,6/15/23 9:42,,THEN I should see the new layout,,,GIVEN a Fav Team Snapshot,2 - Medium Priority,HOME-817,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,"WHEN the module is in the left column on an iPad
AND a developer level feature flag is set to true",,,,Home Feed,S497381,Manual,Greg Caron,6/15/23 14:10
C30859341,SGL - Team Snapshot Header Team,,Greg Caron,6/15/23 9:43,,"THEN the team name and logo should still be present on the left hand side of the header matching the comps
AND the links should open the team page
AND the analytics for opening the team page should match the phone layout",,,GIVEN a Fav Team Snapshot,1 - High Priority,HOME-817,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,"WHEN the module is in the left column on an iPad
AND the size breakpoint has been exceeded (ex. less zoom and/or landscape orientation)",,,,Home Feed,S497381,Manual,Greg Caron,10/7/24 17:35
C30859343,SGL - Team Snapshot Header Schedule,,Greg Caron,6/15/23 9:43,,"THEN a schedule link should be present on the right hand side of the header
AND the title should be localized
AND the link should open the team's schedule
AND the analytics to open the schedule should match the phone layout",,,GIVEN a Fav Team Snapshot,2 - Medium Priority,HOME-817,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,"WHEN the module is in the left column on an iPad
AND the size breakpoint has been exceeded (ex. less zoom and/or landscape orientation)",,,,Home Feed,S497381,Manual,Greg Caron,7/17/23 12:06
C30859342,SGL - Navigation between days,,Greg Caron,6/15/23 9:43,,"THEN the user navigates between days by swiping horizontally
AND the schedule row is removed",,,GIVEN a Fav Team Snapshot,1 - High Priority,HOME-817,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,"GIVEN a fav team snapshot
WHEN the module is in the left column on an iPad",,,,Home Feed,S497381,Manual,Greg Caron,10/7/24 17:35
C30994850,SGL - Schedule link,,Greg Caron,7/12/23 17:41,,,,,GIVEN I am looking at an ipad focused layout,1 - High Priority,HOME-869,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,,"1. WHEN schedule is checked in contentful

Expected Result:
THEN I should see schedule text in the header
AND the schedule text should be localized
AND the schedule text should open the schedule for the given team
AND accessibility works as expected when selecting the link
AND an analytics call consistent with the iPhone layout is sent
2. WHEN schedule is not checked in contentful


Expected Result:
THEN I should not see schedule text in the header
AND the header should use the phone style layout","1. THEN I should see schedule text in the header
AND the schedule text should be localized
AND the schedule text should open the schedule for the given team
AND accessibility works as expected when selecting the link
AND an analytics call consistent with the iPhone layout is sent
2. THEN I should not see schedule text in the header
AND the header should use the phone style layout","1. WHEN schedule is checked in contentful

2. WHEN schedule is not checked in contentful",Home Feed,S497381,Manual,Greg Caron,10/7/24 17:35
C30999393,SGL - Breakpoint for carousel vs. calendar view,,Greg Caron,7/13/23 13:05,,,,,"GIVEN that I have a team snapshot
AND I am on iPad",2 - Medium Priority,HOME-871,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,,"1. WHEN the parent container is smaller than 458px






Expected Result:
THEN I should see the iPhone style layout with the calendar
2. WHEN the parent container is greater than or equal to than 458px
Expected Result:
THEN I should see the iPad (carousel) style layout without the calendar","1. THEN I should see the iPhone style layout with the calendar
2. THEN I should see the iPad (carousel) style layout without the calendar","1. WHEN the parent container is smaller than 458px






2. WHEN the parent container is greater than or equal to than 458px",Home Feed,S497381,Manual,Greg Caron,7/13/23 13:08
C30999467,SGL - Card sizes,,Greg Caron,7/13/23 14:02,,,,,GIVEN that I am looking at the team snapshot carousel on the iPad,2 - Medium Priority,HOME-884,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,,"1. WHEN the there is a card for the active game (following the rules of the initially selected game on the phone layout)

Expected Result:
THEN the card will be 78% of the parent container



2. WHEN the there is a card that is not the active game

Expected Result:
THEN the card will match the width of the smaller cards in the layout (currently 360pt)","1. THEN the card will be 78% of the parent container



2. THEN the card will match the width of the smaller cards in the layout (currently 360pt)","1. WHEN the there is a card for the active game (following the rules of the initially selected game on the phone layout)

2. WHEN the there is a card that is not the active game",Home Feed,S497381,Manual,Greg Caron,8/15/23 12:33
C31000755,SGL - Fixed Player section height,,Greg Caron,7/13/23 17:03,,,,,,2 - Medium Priority,HOME-864,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,,"1. WHEN players are present in the view model data
Expected Result:
THEN those players should be displayed on the iPad layout matching the comps
2. WHEN there are no players available for a game
AND the players element is set to true in contentful
Expected Result:
THEN show the Avatar fallback image for the player headshot and use one - in place of the player info (name, position, stats)","1. THEN those players should be displayed on the iPad layout matching the comps
2. THEN show the Avatar fallback image for the player headshot and use one - in place of the player info (name, position, stats)","1. WHEN players are present in the view model data
2. WHEN there are no players available for a game
AND the players element is set to true in contentful",Home Feed,S497381,Manual,Greg Caron,7/13/23 17:05
C31002503,"SGL - Matchup, Preview",,Greg Caron,7/14/23 11:21,,,,,,2 - Medium Priority,HOME-866,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,,"1. WHEN an unplayed game matchup is present in the view model data
Expected Result:
THEN the unplayed game should be shown in the matchup matching the comps
AND it should follow the same behavior patterns as the phone version
2. WHEN an unplayed game matchup is present
AND the size changes
Expected Result:
THEN the matchup container should expand to a max width of 360px","1. THEN the unplayed game should be shown in the matchup matching the comps
AND it should follow the same behavior patterns as the phone version
2. THEN the matchup container should expand to a max width of 360px","1. WHEN an unplayed game matchup is present in the view model data
2. WHEN an unplayed game matchup is present
AND the size changes",Home Feed,S497381,Manual,Greg Caron,7/14/23 14:32
C31004452,"SGL - Matchup, Live",,Greg Caron,7/14/23 16:55,,,,,,2 - Medium Priority,HOME-867,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,,"1. WHEN a live game matchup is present in the view model data

Expected Result:
THEN the unplayed live game should be shown in the matchup matching the comps
AND it should follow the same behavior patterns as the phone version

2. WHEN an live game matchup is present


Expected Result:
THEN the matchup container should expand to max width of 360px
AND the size changes","1. THEN the unplayed live game should be shown in the matchup matching the comps
AND it should follow the same behavior patterns as the phone version

2. THEN the matchup container should expand to max width of 360px
AND the size changes","1. WHEN a live game matchup is present in the view model data

2. WHEN an live game matchup is present",Home Feed,S497381,Manual,Greg Caron,7/14/23 16:57
C31004453,"SGL - Matchup, Final",,Greg Caron,7/14/23 16:57,,,,,,2 - Medium Priority,HOME-868,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,,"1. WHEN a final game matchup is present in the view model data





Expected Result:
THEN the final game should be shown in the matchup matching the comps
AND it should follow the same behavior patterns as the phone version

2. WHEN a final game matchup is present
AND the text exceeds the bounds defined in the comp
Expected Result:
THEN truncate the text via an ellipses so it doesn?t overlap
3. WHEN a final game matchup is present
AND the size changes

Expected Result:
THEN the matchup container should expand up to max width of 360px wide","1. THEN the final game should be shown in the matchup matching the comps
AND it should follow the same behavior patterns as the phone version

2. THEN truncate the text via an ellipses so it doesn?t overlap
3. THEN the matchup container should expand up to max width of 360px wide","1. WHEN a final game matchup is present in the view model data





2. WHEN a final game matchup is present
AND the text exceeds the bounds defined in the comp
3. WHEN a final game matchup is present
AND the size changes",Home Feed,S497381,Manual,Greg Caron,7/14/23 17:00
C31015034,SGL - Product links,,Greg Caron,7/17/23 16:15,,,,,,1 - High Priority,,THome Surface/Team Snapshot Module/iPad Scrollable Gamecard Layout,1,,,"1. WHEN product links are present in the view model data for a card

Expected Result:
THEN the product links should show at the bottom of the card
AND the product links container should be 48 points high and match the comp
2. WHEN product links are present in the view model data for a card
AND the product links are wider than the card width

Expected Result:
THEN the product links should overflow and scroll horizontally

(Note: when the product links aren?t wider than the width, the user should not be able to scroll the product links like they can in the player row)
3. WHEN no product links can be generated for a card
Expected Result:
THEN the product links row should render empty","1. THEN the product links should show at the bottom of the card
AND the product links container should be 48 points high and match the comp
2. THEN the product links should overflow and scroll horizontally

(Note: when the product links aren?t wider than the width, the user should not be able to scroll the product links like they can in the player row)
3. THEN the product links row should render empty","1. WHEN product links are present in the view model data for a card

2. WHEN product links are present in the view model data for a card
AND the product links are wider than the card width

3. WHEN no product links can be generated for a card",Home Feed,S497381,Manual,Greg Caron,10/7/24 17:35
